Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK_90,xG_90,xAG_90,xG+xAG_90,npxG_90,npxG+xAG_90
1630,Eric Martel,GER,MF,Köln,Bundesliga,21.0,2002.0,30,29,2457,27.3,1,1,2,1,0,0,6,0,2.2,2.2,1.1,3.3,21.0,75.0,35.0,0.04,0.04,0.07,0.04,0.07,0.08,0.04,0.12,0.08,0.12
1631,Roger Martí,ESP,FW,Cádiz,La Liga,32.0,1991.0,23,18,1359,15.1,2,3,5,2,0,0,3,0,2.8,2.8,2.9,5.6,7.0,19.0,64.0,0.13,0.2,0.33,0.13,0.33,0.18,0.19,0.37,0.18,0.37
1632,Anthony Martial,FRA,FW,Manchester Utd,Premier League,27.0,1995.0,13,5,448,5.0,1,0,1,1,0,0,0,0,1.2,1.2,0.2,1.5,6.0,12.0,36.0,0.2,0.0,0.2,0.2,0.2,0.25,0.05,0.29,0.25,0.29
1633,Aarón Martín,ESP,DF,Genoa,Serie A,26.0,1997.0,22,17,1376,15.3,0,1,1,0,0,0,4,1,0.2,0.2,1.7,1.9,28.0,35.0,72.0,0.0,0.07,0.07,0.0,0.07,0.01,0.11,0.12,0.01,0.12
1634,Iván Martín,ESP,MF,Girona,La Liga,24.0,1999.0,36,33,2729,30.3,5,4,9,5,0,0,5,0,2.9,2.9,3.4,6.3,84.0,143.0,109.0,0.16,0.13,0.3,0.16,0.3,0.09,0.11,0.21,0.09,0.21
1636,Jonas Martin,FRA,MF,Brest,Ligue 1,33.0,1990.0,31,9,1208,13.4,0,1,1,0,0,0,5,0,1.2,1.2,0.9,2.1,28.0,105.0,32.0,0.0,0.07,0.07,0.0,0.07,0.09,0.07,0.15,0.09,0.15
1638,Gabriel Martinelli,BRA,FW,Arsenal,Premier League,22.0,2001.0,35,24,2019,22.4,6,4,10,6,0,0,1,0,6.8,6.8,6.1,12.9,127.0,65.0,345.0,0.27,0.18,0.45,0.27,0.45,0.31,0.27,0.58,0.31,0.58
1640,Arnau Martinez,ESP,DF,Girona,La Liga,20.0,2003.0,21,14,1241,13.8,0,2,2,0,0,0,5,0,0.2,0.2,1.4,1.6,29.0,68.0,16.0,0.0,0.15,0.15,0.0,0.15,0.01,0.1,0.12,0.01,0.12
1641,Emiliano Martínez,ARG,GK,Aston Villa,Premier League,30.0,1992.0,34,34,3015,33.5,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1642,Iñigo Martínez,ESP,DF,Barcelona,La Liga,32.0,1991.0,20,13,1296,14.4,0,0,0,0,0,0,5,0,0.4,0.4,0.0,0.4,33.0,97.0,5.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03
1643,Josep Martinez,ESP,GK,Genoa,Serie A,25.0,1998.0,36,36,3239,36.0,0,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1644,Lautaro Martínez,ARG,FW,Inter,Serie A,25.0,1997.0,33,31,2656,29.5,24,3,27,22,2,3,5,0,17.6,15.3,3.6,18.8,54.0,80.0,172.0,0.81,0.1,0.91,0.75,0.85,0.6,0.12,0.72,0.52,0.64
1645,Lisandro Martínez,ARG,DF,Manchester Utd,Premier League,25.0,1998.0,11,8,646,7.2,0,1,1,0,0,0,3,0,0.0,0.0,0.1,0.1,8.0,28.0,1.0,0.0,0.14,0.14,0.0,0.14,0.0,0.01,0.01,0.0,0.01
1646,Marc Martínez,ESP,GK,Granada,La Liga,33.0,1990.0,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1647,Lucas Martínez Quarta,ARG,DF,Fiorentina,Serie A,27.0,1996.0,29,26,2291,25.5,5,1,6,5,0,0,9,0,2.7,2.7,1.8,4.6,23.0,177.0,16.0,0.2,0.04,0.24,0.2,0.24,0.11,0.07,0.18,0.11,0.18
1648,Adam Marušić,MNE,DF,Lazio,Serie A,30.0,1992.0,37,37,3100,34.4,1,0,1,1,0,0,3,1,0.4,0.4,0.8,1.2,35.0,118.0,108.0,0.03,0.0,0.03,0.03,0.03,0.01,0.02,0.04,0.01,0.04
1649,Marvin,ESP,FW,Las Palmas,La Liga,23.0,2000.0,31,17,1855,20.6,0,2,2,0,0,0,5,0,0.9,0.9,2.5,3.5,60.0,36.0,177.0,0.0,0.1,0.1,0.0,0.1,0.05,0.12,0.17,0.05,0.17
1650,Omar Mascarell,EQG,MF,Mallorca,La Liga,30.0,1993.0,29,18,1571,17.5,0,0,0,0,0,0,8,1,0.4,0.4,0.0,0.4,12.0,67.0,11.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02
1652,Adam Masina,MAR,DF,Torino,Serie A,29.0,1994.0,16,10,1024,11.4,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,3.0,42.0,6.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04
1653,Erhan Mašović,SRB,DF,Bochum,Bundesliga,24.0,1998.0,29,24,2219,24.7,0,0,0,0,0,0,7,0,1.1,1.1,0.3,1.4,15.0,47.0,10.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.06,0.04,0.06
1656,Clinton Mata,ANG,DF,Lyon,Ligue 1,30.0,1992.0,28,25,2220,24.7,0,3,3,0,0,0,6,0,0.6,0.6,2.2,2.8,32.0,97.0,60.0,0.0,0.12,0.12,0.0,0.12,0.02,0.09,0.11,0.02,0.11
1657,Jaime Mata,ESP,FW,Getafe,La Liga,34.0,1988.0,35,22,1787,19.9,5,1,6,5,0,0,10,1,5.6,5.6,1.5,7.2,16.0,19.0,138.0,0.25,0.05,0.3,0.25,0.3,0.28,0.08,0.36,0.28,0.36
1658,Pape Matar Sarr,SEN,MF,Tottenham,Premier League,20.0,2002.0,34,27,2069,23.0,3,3,6,3,0,0,9,0,3.4,3.4,2.2,5.7,43.0,150.0,90.0,0.13,0.13,0.26,0.13,0.26,0.15,0.1,0.25,0.15,0.25
1659,Eliot Matazo,BEL,MF,Monaco,Ligue 1,21.0,2002.0,6,0,102,1.1,0,1,1,0,0,0,2,0,0.1,0.1,1.0,1.1,2.0,10.0,2.0,0.0,0.88,0.88,0.0,0.88,0.07,0.91,0.98,0.07,0.98
1660,Jean-Philippe Mateta,FRA,FW,Crystal Palace,Premier League,26.0,1997.0,35,25,2282,25.4,16,5,21,14,2,2,3,0,10.9,9.4,3.1,12.5,29.0,25.0,135.0,0.63,0.2,0.83,0.55,0.75,0.43,0.12,0.56,0.37,0.49
1661,Nemanja Matić,SRB,MF,Rennes,Ligue 1,34.0,1988.0,13,11,1027,11.4,0,0,0,0,0,0,7,0,0.3,0.3,0.8,1.1,14.0,83.0,8.0,0.0,0.0,0.0,0.0,0.0,0.03,0.07,0.1,0.03,0.1
1662,Nemanja Matić,SRB,MF,Lyon,Ligue 1,34.0,1988.0,15,15,1254,13.9,0,0,0,0,0,0,2,0,0.3,0.3,0.6,0.9,26.0,118.0,17.0,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.06,0.02,0.06
1663,Joël Matip,CMR,DF,Liverpool,Premier League,31.0,1991.0,10,9,781,8.7,0,0,0,0,0,0,2,0,0.5,0.5,0.1,0.6,8.0,34.0,1.0,0.0,0.0,0.0,0.0,0.0,0.06,0.01,0.06,0.06,0.06
1665,Chrislain Matsima,FRA,DF,Clermont Foot,Ligue 1,21.0,2002.0,14,13,1180,13.1,1,0,1,1,0,0,2,0,0.2,0.2,0.0,0.2,13.0,45.0,1.0,0.08,0.0,0.08,0.08,0.08,0.01,0.0,0.01,0.01,0.01
1666,Chrislain Matsima,FRA,DF,Monaco,Ligue 1,21.0,2002.0,6,3,298,3.3,0,1,1,0,0,0,2,0,0.1,0.1,0.1,0.2,5.0,31.0,5.0,0.0,0.3,0.3,0.0,0.3,0.04,0.02,0.06,0.04,0.06
1667,Jean Mattéo Bahoya,FRA,MF,Eint Frankfurt,Bundesliga,18.0,2005.0,8,1,177,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,6.0,3.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03
1669,Alan Matturro,URU,DF,Genoa,Serie A,18.0,2004.0,6,1,106,1.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06
1670,Azor Matusiwa,NED,MF,Reims,Ligue 1,25.0,1998.0,16,16,1385,15.4,1,0,1,1,0,0,3,0,0.7,0.7,0.7,1.3,12.0,78.0,12.0,0.06,0.0,0.06,0.06,0.06,0.04,0.04,0.09,0.04,0.09
1671,Azor Matusiwa,NED,MF,Rennes,Ligue 1,25.0,1998.0,12,9,794,8.8,0,1,1,0,0,0,2,0,0.3,0.3,0.4,0.7,3.0,64.0,12.0,0.0,0.11,0.11,0.0,0.11,0.04,0.04,0.08,0.04,0.08
1672,Neal Maupay,FRA,FW,Brentford,Premier League,26.0,1996.0,29,13,1321,14.7,6,3,9,6,0,0,8,0,5.7,5.7,2.3,8.1,21.0,37.0,91.0,0.41,0.2,0.61,0.41,0.61,0.39,0.16,0.55,0.39,0.55
1673,Neal Maupay,FRA,FW,Everton,Premier League,26.0,1996.0,2,1,111,1.2,0,0,0,0,0,0,0,0,1.4,1.4,0.1,1.5,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.16,0.05,1.22,1.16,1.22
1675,Konstantinos Mavropanos,GRE,DF,West Ham,Premier League,25.0,1997.0,19,16,1500,16.7,1,0,1,1,0,0,2,0,1.2,1.2,0.2,1.4,10.0,38.0,2.0,0.06,0.0,0.06,0.06,0.06,0.07,0.01,0.08,0.07,0.08
1676,Christian Mawissa,FRA,DF,Toulouse,Ligue 1,18.0,2005.0,17,12,1118,12.4,2,0,2,2,0,0,3,0,1.0,1.0,0.3,1.3,26.0,39.0,11.0,0.16,0.0,0.16,0.16,0.16,0.08,0.02,0.1,0.08,0.1
1677,Philipp Max,GER,DF,Eint Frankfurt,Bundesliga,29.0,1993.0,23,17,1350,15.0,1,2,3,1,0,0,2,0,0.2,0.2,2.8,3.0,25.0,63.0,56.0,0.07,0.13,0.2,0.07,0.2,0.02,0.18,0.2,0.02,0.2
1678,Eric Maxim Choupo-Moting,CMR,MF,Bayern Munich,Bundesliga,34.0,1989.0,27,7,717,8.0,2,2,4,2,0,0,1,0,4.5,4.5,1.8,6.4,23.0,21.0,71.0,0.25,0.25,0.5,0.25,0.5,0.57,0.23,0.8,0.57,0.8
1679,Luís Maximiano,POR,GK,Almería,La Liga,24.0,1999.0,33,33,2970,33.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1681,Borja Mayoral,ESP,FW,Getafe,La Liga,26.0,1997.0,27,25,2153,23.9,15,1,16,11,4,4,2,0,11.9,8.7,1.4,10.1,27.0,67.0,100.0,0.63,0.04,0.67,0.46,0.5,0.5,0.06,0.55,0.36,0.42
1682,Senny Mayulu,FRA,FW,Paris S-G,Ligue 1,17.0,2006.0,8,3,324,3.6,0,1,1,0,0,0,0,0,0.1,0.1,0.5,0.6,4.0,11.0,38.0,0.0,0.28,0.28,0.0,0.28,0.04,0.13,0.17,0.04,0.17
1683,Youssef Maziz,FRA,FW,Metz,Ligue 1,25.0,1998.0,2,2,124,1.4,1,0,1,1,0,0,0,0,0.1,0.1,0.1,0.2,2.0,6.0,2.0,0.73,0.0,0.73,0.73,0.73,0.08,0.04,0.12,0.08,0.12
1684,Noussair Mazraoui,MAR,DF,Bayern Munich,Bundesliga,25.0,1997.0,19,15,1197,13.3,0,3,3,0,0,0,3,0,0.9,0.9,1.8,2.6,34.0,103.0,79.0,0.0,0.23,0.23,0.0,0.23,0.07,0.13,0.2,0.07,0.2
1685,Luca Mazzitelli,ITA,MF,Frosinone,Serie A,27.0,1995.0,29,26,2210,24.6,5,0,5,5,0,0,6,1,2.3,2.3,1.1,3.4,18.0,167.0,53.0,0.2,0.0,0.2,0.2,0.2,0.09,0.05,0.14,0.09,0.14
1686,Pasquale Mazzocchi,ITA,DF,Salernitana,Serie A,28.0,1995.0,18,16,1272,14.1,0,1,1,0,0,0,4,0,0.3,0.3,1.3,1.6,36.0,36.0,62.0,0.0,0.07,0.07,0.0,0.07,0.02,0.09,0.11,0.02,0.11
1687,Pasquale Mazzocchi,ITA,DF,Napoli,Serie A,28.0,1995.0,10,4,428,4.8,0,1,1,0,0,0,0,1,0.2,0.2,0.2,0.4,14.0,24.0,22.0,0.0,0.21,0.21,0.0,0.21,0.03,0.04,0.08,0.03,0.08
1688,Kevin Mbabu,SUI,DF,Augsburg,Bundesliga,28.0,1995.0,25,22,2047,22.7,0,2,2,0,0,0,5,0,0.1,0.1,1.9,2.1,70.0,84.0,106.0,0.0,0.09,0.09,0.0,0.09,0.01,0.09,0.09,0.01,0.09
1691,Kylian Mbappé,FRA,FW,Paris S-G,Ligue 1,24.0,1998.0,29,24,2158,24.0,27,7,34,21,6,8,4,0,21.0,14.5,5.7,20.2,114.0,122.0,286.0,1.13,0.29,1.42,0.88,1.17,0.87,0.24,1.11,0.6,0.84
1692,Malick Mbaye,SEN,MF,Metz,Ligue 1,19.0,2004.0,5,1,153,1.7,0,0,0,0,0,0,1,0,0.4,0.4,0.2,0.6,8.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.26,0.11,0.37,0.26,0.37
1693,Mamadou Mbaye,SEN,DF,Cádiz,La Liga,25.0,1998.0,4,2,288,3.2,0,0,0,0,0,0,2,0,0.3,0.3,0.0,0.3,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.11
1694,Chancel Mbemba,COD,DF,Marseille,Ligue 1,28.0,1994.0,25,25,2207,24.5,2,2,4,2,0,0,1,0,1.8,1.8,1.0,2.8,16.0,131.0,10.0,0.08,0.08,0.16,0.08,0.16,0.07,0.04,0.12,0.07,0.12
1696,Bryan Mbeumo,CMR,FW,Brentford,Premier League,23.0,1999.0,25,22,1960,21.8,9,6,15,6,3,3,2,0,9.8,7.4,4.6,12.1,74.0,88.0,195.0,0.41,0.28,0.69,0.28,0.55,0.45,0.21,0.66,0.34,0.55
1698,Jordi Mboula,ESP,FW,Hellas Verona,Serie A,24.0,1999.0,11,5,307,3.4,0,1,1,0,0,0,0,0,0.2,0.2,0.4,0.6,10.0,4.0,22.0,0.0,0.29,0.29,0.0,0.29,0.06,0.11,0.17,0.06,0.17
1700,James Mcatee,ENG,MF,Sheffield Utd,Premier League,20.0,2002.0,30,20,1822,20.2,3,3,6,2,1,1,2,0,3.1,2.3,2.9,5.2,55.0,51.0,110.0,0.15,0.15,0.3,0.1,0.25,0.15,0.15,0.3,0.11,0.26
1702,Oliver McBurnie,SCO,FW,Sheffield Utd,Premier League,27.0,1996.0,21,15,1280,14.2,6,3,9,4,2,2,7,2,6.9,5.3,2.0,7.3,6.0,30.0,60.0,0.42,0.21,0.63,0.28,0.49,0.48,0.14,0.62,0.37,0.51
1704,John McGinn,SCO,MF,Aston Villa,Premier League,28.0,1994.0,35,35,2999,33.3,6,4,10,6,0,0,9,1,5.0,5.0,4.6,9.6,59.0,189.0,84.0,0.18,0.12,0.3,0.18,0.3,0.15,0.14,0.29,0.15,0.29
1705,Scott McKenna,SCO,DF,Nott'ham Forest,Premier League,26.0,1996.0,5,5,416,4.6,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.08,0.05,0.08
1706,Weston McKennie,USA,MF,Juventus,Serie A,24.0,1998.0,34,29,2594,28.8,0,7,7,0,0,0,6,0,3.0,3.0,3.9,6.9,64.0,92.0,176.0,0.0,0.24,0.24,0.0,0.24,0.1,0.13,0.24,0.1,0.24
1707,Dwight McNeil,ENG,MF,Everton,Premier League,23.0,1999.0,35,33,2892,32.1,3,6,9,3,0,0,2,0,3.4,3.4,8.8,12.2,80.0,114.0,147.0,0.09,0.19,0.28,0.09,0.28,0.11,0.27,0.38,0.11,0.38
1708,Scott McTominay,SCO,MF,Manchester Utd,Premier League,26.0,1996.0,32,18,1901,21.1,7,1,8,7,0,0,2,0,5.7,5.7,0.8,6.6,29.0,64.0,47.0,0.33,0.05,0.38,0.33,0.38,0.27,0.04,0.31,0.27,0.31
1709,Facundo Medina,ARG,DF,Lens,Ligue 1,24.0,1999.0,31,30,2714,30.2,1,3,4,1,0,0,11,0,1.1,1.1,1.8,2.9,51.0,219.0,20.0,0.03,0.1,0.13,0.03,0.13,0.04,0.06,0.1,0.04,0.1
1710,Ben Mee,ENG,DF,Brentford,Premier League,33.0,1989.0,16,15,1272,14.1,2,0,2,2,0,0,1,1,1.5,1.5,0.3,1.8,11.0,49.0,9.0,0.14,0.0,0.14,0.14,0.14,0.1,0.02,0.13,0.1,0.13
1711,Marvin Mehlem,GER,MF,Darmstadt 98,Bundesliga,25.0,1997.0,20,19,1482,16.5,3,2,5,3,0,0,3,0,3.8,3.8,1.1,4.9,27.0,46.0,73.0,0.18,0.12,0.3,0.18,0.3,0.23,0.07,0.3,0.23,0.3
1712,Bamo Meïté,CIV,DF,Marseille,Ligue 1,21.0,2001.0,16,6,638,7.1,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,11.0,29.0,5.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01
1713,Bamo Meïté,CIV,DF,Lorient,Ligue 1,21.0,2001.0,2,2,146,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1714,Hannibal Mejbri,TUN,MF,Manchester Utd,Premier League,20.0,2003.0,5,1,133,1.5,1,0,1,1,0,0,1,0,0.0,0.0,0.4,0.4,2.0,6.0,10.0,0.68,0.0,0.68,0.68,0.68,0.02,0.25,0.27,0.02,0.27
1715,Hannibal Mejbri,TUN,MF,Sevilla,La Liga,20.0,2003.0,6,1,104,1.2,0,0,0,0,0,0,2,0,0.0,0.0,0.5,0.5,1.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.01,0.39,0.4,0.01,0.4
1716,Óscar Melendo,ESP,MF,Granada,La Liga,25.0,1997.0,26,15,1122,12.5,0,0,0,0,0,0,2,0,0.4,0.4,0.5,0.9,21.0,38.0,33.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.07,0.04,0.07
1717,Gonzalo Melero,ESP,MF,Almería,La Liga,29.0,1994.0,28,10,1103,12.3,1,1,2,1,0,0,3,0,2.0,2.0,1.2,3.2,23.0,49.0,33.0,0.08,0.08,0.16,0.08,0.16,0.16,0.1,0.26,0.16,0.26
1719,Arthur Melo,BRA,MF,Fiorentina,Serie A,26.0,1996.0,33,23,1986,22.1,2,3,5,1,1,1,2,0,1.0,0.3,1.7,2.0,21.0,133.0,27.0,0.09,0.14,0.23,0.05,0.18,0.05,0.08,0.13,0.01,0.09
1720,Memphis,NED,FW,Atlético Madrid,La Liga,29.0,1994.0,23,9,893,9.9,5,1,6,5,0,0,2,0,5.8,5.8,1.8,7.6,16.0,27.0,82.0,0.5,0.1,0.6,0.5,0.6,0.58,0.18,0.76,0.58,0.76
1721,Houboulang Mendes,GNB,DF,Almería,La Liga,25.0,1998.0,7,4,396,4.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01
1722,Nuno Mendes,POR,DF,Paris S-G,Ligue 1,21.0,2002.0,6,2,267,3.0,1,1,2,1,0,0,3,0,0.3,0.3,0.4,0.7,12.0,21.0,25.0,0.34,0.34,0.67,0.34,0.67,0.11,0.14,0.25,0.11,0.25
1724,Brais Méndez,ESP,MF,Real Sociedad,La Liga,26.0,1997.0,32,27,2413,26.8,5,6,11,5,0,0,7,0,4.2,4.2,4.2,8.4,45.0,128.0,121.0,0.19,0.22,0.41,0.19,0.41,0.16,0.16,0.31,0.16,0.31
1725,Bruno Méndez,URU,DF,Granada,La Liga,23.0,1999.0,17,15,1333,14.8,2,0,2,2,0,0,4,0,0.6,0.6,0.1,0.7,8.0,47.0,14.0,0.14,0.0,0.14,0.14,0.14,0.04,0.01,0.05,0.04,0.05
1728,Antoine Mendy,FRA,DF,Nice,Ligue 1,19.0,2004.0,10,4,418,4.6,0,0,0,0,0,0,0,0,0.1,0.1,0.4,0.5,3.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.02,0.08,0.1,0.02,0.1
1729,Benjamin Mendy,FRA,DF,Lorient,Ligue 1,29.0,1994.0,15,7,711,7.9,2,1,3,2,0,0,3,0,1.1,1.1,1.9,3.0,26.0,34.0,85.0,0.25,0.13,0.38,0.25,0.38,0.14,0.24,0.38,0.14,0.38
1730,Ferland Mendy,FRA,DF,Real Madrid,La Liga,28.0,1995.0,23,21,1720,19.1,0,0,0,0,0,0,5,0,0.2,0.2,0.9,1.1,19.0,84.0,96.0,0.0,0.0,0.0,0.0,0.0,0.01,0.05,0.06,0.01,0.06
1731,Formose Mendy,SEN,DF,Lorient,Ligue 1,22.0,2001.0,18,13,1256,14.0,0,0,0,0,0,0,6,0,0.3,0.3,0.1,0.4,14.0,61.0,13.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.03,0.02,0.03
1732,Nampalys Mendy,SEN,MF,Lens,Ligue 1,31.0,1992.0,16,13,1052,11.7,0,1,1,0,0,0,2,0,0.2,0.2,1.1,1.3,21.0,84.0,13.0,0.0,0.09,0.09,0.0,0.09,0.02,0.09,0.11,0.02,0.11
1733,Teden Mengi,ENG,DF,Luton Town,Premier League,21.0,2002.0,30,28,2469,27.4,1,0,1,1,0,0,3,0,0.6,0.6,0.3,0.9,15.0,54.0,1.0,0.04,0.0,0.04,0.04,0.04,0.02,0.01,0.03,0.02,0.03
1734,Chris Mepham,WAL,DF,Bournemouth,Premier League,25.0,1997.0,10,6,617,6.9,0,1,1,0,0,0,2,0,0.1,0.1,0.4,0.5,4.0,25.0,1.0,0.0,0.15,0.15,0.0,0.15,0.01,0.06,0.07,0.01,0.07
1735,Jorge Meré,ESP,DF,Cádiz,La Liga,26.0,1997.0,10,8,673,7.5,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,2.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02
1736,Alex Meret,ITA,GK,Napoli,Serie A,26.0,1997.0,31,31,2773,30.8,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737,Mikel Merino,ESP,MF,Real Sociedad,La Liga,27.0,1996.0,32,27,2482,27.6,5,3,8,5,0,0,10,0,3.3,3.3,1.9,5.2,26.0,163.0,99.0,0.18,0.11,0.29,0.18,0.29,0.12,0.07,0.19,0.12,0.19
1738,Quentin Merlin,FRA,DF,Marseille,Ligue 1,21.0,2002.0,10,8,703,7.8,0,1,1,0,0,0,1,0,0.1,0.1,1.1,1.3,15.0,46.0,56.0,0.0,0.13,0.13,0.0,0.13,0.02,0.15,0.16,0.02,0.16
1739,Quentin Merlin,FRA,DF,Nantes,Ligue 1,21.0,2002.0,16,15,1283,14.3,0,1,1,0,0,0,0,0,0.7,0.7,1.3,2.0,34.0,98.0,62.0,0.0,0.07,0.07,0.0,0.07,0.05,0.09,0.14,0.05,0.14
1740,Junior Messias,BRA,MF,Genoa,Serie A,32.0,1991.0,18,13,1053,11.7,1,0,1,1,0,0,0,0,1.6,1.6,1.3,2.9,35.0,29.0,75.0,0.09,0.0,0.09,0.09,0.09,0.14,0.11,0.25,0.14,0.25
1741,Thomas Meunier,BEL,DF,Dortmund,Bundesliga,31.0,1991.0,8,7,586,6.5,0,0,0,0,0,0,0,0,0.5,0.5,0.6,1.2,21.0,33.0,25.0,0.0,0.0,0.0,0.0,0.0,0.08,0.1,0.18,0.08,0.18
1743,Alexander Meyer,GER,GK,Dortmund,Bundesliga,32.0,1991.0,8,7,695,7.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1746,Sven Michel,GER,FW,Augsburg,Bundesliga,33.0,1990.0,22,5,583,6.5,2,1,3,1,1,2,2,0,2.4,0.8,0.8,1.7,6.0,14.0,44.0,0.31,0.15,0.46,0.15,0.31,0.37,0.13,0.5,0.13,0.26
1748,Georges Mikautadze,GEO,FW,Metz,Ligue 1,22.0,2000.0,20,20,1747,19.4,13,4,17,10,3,3,0,1,9.5,7.2,2.4,9.5,52.0,51.0,95.0,0.67,0.21,0.88,0.52,0.72,0.49,0.12,0.61,0.37,0.49
1749,Nikola Milenković,SRB,DF,Fiorentina,Serie A,25.0,1997.0,34,27,2510,27.9,0,0,0,0,0,0,4,0,0.4,0.4,0.7,1.1,8.0,81.0,10.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04
1750,Lewis Miley,ENG,MF,Newcastle Utd,Premier League,17.0,2006.0,17,14,1202,13.4,1,3,4,1,0,0,1,0,1.2,1.2,1.7,2.9,14.0,53.0,54.0,0.07,0.22,0.3,0.07,0.3,0.09,0.13,0.22,0.09,0.22
1751,Arkadiusz Milik,POL,FW,Juventus,Serie A,29.0,1994.0,32,7,919,10.2,4,1,5,4,0,0,2,1,5.1,5.1,2.6,7.7,12.0,22.0,49.0,0.39,0.1,0.49,0.39,0.49,0.5,0.26,0.75,0.5,0.75
1752,Vanja Milinković-Savić,SRB,GK,Torino,Serie A,26.0,1997.0,36,36,3240,36.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1753,Éder Militão,BRA,DF,Real Madrid,La Liga,25.0,1998.0,10,6,496,5.5,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,7.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02
1754,Luis Milla,ESP,MF,Getafe,La Liga,28.0,1994.0,27,25,2115,23.5,0,1,1,0,0,0,6,0,0.6,0.6,1.7,2.3,31.0,121.0,35.0,0.0,0.04,0.04,0.0,0.04,0.03,0.07,0.1,0.03,0.1
1755,Enzo Millot,FRA,MF,Stuttgart,Bundesliga,21.0,2002.0,31,27,2241,24.9,5,4,9,4,1,1,5,0,5.3,4.5,3.9,8.4,46.0,127.0,167.0,0.2,0.16,0.36,0.16,0.32,0.21,0.16,0.37,0.18,0.34
1756,James Milner,ENG,DF,Brighton,Premier League,37.0,1986.0,15,11,773,8.6,0,2,2,0,0,0,3,0,0.3,0.3,1.8,2.0,11.0,69.0,73.0,0.0,0.23,0.23,0.0,0.23,0.03,0.21,0.24,0.03,0.24
1758,Marko Milovanović,SRB,FW,Almería,La Liga,19.0,2003.0,11,2,308,3.4,1,0,1,1,0,0,0,0,1.5,1.5,0.1,1.6,2.0,3.0,13.0,0.29,0.0,0.29,0.29,0.29,0.45,0.03,0.47,0.45,0.47
